Severity,Record Type,Source Document,Page,Organization,Date,OCR Original,LLM Resolution,Suggested Problem
High — OCR/legibility,performer,UDC20260028-42.pdf,7,Melbourne Liedertafel,1910,""" Noske","name: "" Noske | part_or_instrument: violin",Ditto mark indicates repeating honorific; exact value unclear
High — OCR/legibility,performer,UDC20260028-42.pdf,7,Melbourne Liedertafel,1910,""" Obbinson","name: "" Obbinson | part_or_instrument: violin",Ditto mark indicates repeating honorific; exact value unclear
High — OCR/legibility,performer,UDC20260028-42.pdf,7,Melbourne Liedertafel,1910,""" Puttmann","name: "" Puttmann | part_or_instrument: violin",Ditto mark indicates repeating honorific; exact value unclear
High — OCR/legibility,performer,UDC20260028-43.pdf,6,Melbourne Liedertafel,1916,"Harp Solo—
Fantasie Pastorale Doppler
Mr. JOHN AMADIO",name: Mr. JOHN AMADIO | part_or_instrument: Harp | associated_work: Fantasie Pastorale,Possible program/OCR error: John Amadio is a noted flautist; verify instrument for this item.
High — OCR/legibility,performer,UDC20260028-45.pdf,7,Melbourne Liedertafel,1901,"SECOND BASS.
Adeock, J.","name: Adeock, J. | part_or_instrument: Second Bass","Likely 'Adcock, J.'; OCR uncertainty."
High — OCR/legibility,work,UDC20260028-45.pdf,9,Melbourne Liedertafel,1901,"4th (The Clock) Symphony
Haydn
Adagio.....Presto......Andante......Allegretto......Irru ....
Finale—Vivace.",title: 4th (The Clock) Symphony | composer: Haydn,Nickname suggests Haydn's Symphony No. 101 'The Clock'; text prints '4th' which may be OCR or program error.
High — OCR/legibility,work,UDC20260028-45.pdf,12,Melbourne Liedertafel,1901,"Aria—
Ah! Rendimi Quel Core
(MITRAME)
Francesco Rossi
MISS LOVIE MULLER.",title: Ah! Rendimi Quel Core | composer: Francesco Rossi | movement_or_selection: MITRAME,Composer name may be mis-OCR; possibly Rossini; left as printed.
High — OCR/legibility,performer,UDC20260028-46.pdf,3,Melbourne Liedertafel,1902,"Hon. Conductor:
Pro. Marshall-Hall.",name: Pro. Marshall-Hall. | part_or_instrument: honorary conductor,Honorary office; not explicitly performing at this concert.; Possibly OCR for 'Prof.'
High — OCR/legibility,performer,UDC20260028-46.pdf,5,Melbourne Liedertafel,1902,"SECOND TENOR.
Tnohy, W. E.","name: Tnohy, W. E. | part_or_instrument: Second Tenor","Possible OCR error; name may be differently spelled (e.g., 'Toohy')."
High — OCR/legibility,performer,UDC20260028-46.pdf,5,Melbourne Liedertafel,1902,"FIRST BASS.
Whitchead, F. S.","name: Whitchead, F. S. | part_or_instrument: First Bass",Possible OCR error; likely 'Whitehead'.
High — OCR/legibility,performer,UDC20260028-46.pdf,5,Melbourne Liedertafel,1902,"FIRST BASS.
Skillicom, T. F.","name: Skillicom, T. F. | part_or_instrument: First Bass",Possible OCR error; surname may be 'Skillicorn'.
High — OCR/legibility,performer,UDC20260028-46.pdf,5,Melbourne Liedertafel,1902,"SECOND BASS.
Statlers, J.","name: Statlers, J. | part_or_instrument: Second Bass",Possible OCR error; elsewhere appears as 'Statters'.
High — OCR/legibility,work,UDC20260028-47.pdf,7,Melbourne Liedertafel,1902,Landerkennung    Eduard Greig,title: Landerkennung | composer: Eduard Greig,"Composer likely 'Edvard Grieg' and work likely 'Landkjenning' (standard title), but kept as printed/OCR'd."
High — OCR/legibility,work,UDC20260028-47.pdf,10,Melbourne Liedertafel,1902,"Aria—Ah! Rendimi Quel Core
(Mitrane)  Francesco Rossi",title: Aria—Ah! Rendimi Quel Core | composer: Francesco Rossi | movement_or_selection: (Mitrane),"Opera title appears as 'Mitrane' here but 'Mitran' elsewhere on p.12; composer attribution may be OCR/attribution error, kept as printed."
High — OCR/legibility,work,UDC20260028-49.pdf,9,Melbourne Liedertafel,1902,"Scenes from...

OLAV TRYGVASON
(BJÖRNSTERNE BJÖNSON)

For Solo Voices, Choir and Orchestra.

By Edvard Greig
Op. 50.",title: Olav Trygvason | composer: Edvard Greig | movement_or_selection: Scenes,Composer likely OCR error; probably 'Edvard Grieg'
High — OCR/legibility,patron,UDC20260028-50.pdf,3,Melbourne Liedertafel,1902,"President.
SIR MALCOLM McBEACHARN,
K.B., M.P.","name: SIR MALCOLM McBEACHARN, K.B., M.P. | role: President","OCR likely garbled; cf. p.1 'Sir Malcolm McEacharn, M.P.'"
High — OCR/legibility,performer,UDC20260028-50.pdf,3,Melbourne Liedertafel,1902,"Hon. Conductor.
PRO. MARSHALL-HALL.",name: PRO. MARSHALL-HALL. | part_or_instrument: conductor,'PRO.' likely OCR for 'PROF.'
High — OCR/legibility,work,UDC20260028-50.pdf,6,Melbourne Liedertafel,1902,"ANDANTE FROM
""The Clock"" Symphony
The Orchestra.
Hodyn.","title: ""The Clock"" Symphony | composer: Hodyn. | movement_or_selection: Andante",Composer likely 'Haydn' (OCR error).
High — OCR/legibility,work,UDC20260028-50.pdf,6,Melbourne Liedertafel,1902,"SONG—
""My Dreams""
Mr. J. W. Wade.
Costi.","title: ""My Dreams"" | composer: Costi.",Composer reading uncertain; possibly 'Costa'.
High — OCR/legibility,work,UDC20260028-50.pdf,7,Melbourne Liedertafel,1902,"(b) ""The Hunters' Joy""
    Asthoiz.","title: ""The Hunters' Joy"" | composer: Asthoiz.",Composer reading uncertain (OCR).
High — OCR/legibility,organization,UDC20260028-55.pdf,1,Melbourne Liedertafel,1903,"Melbourne
Liederta fel.",name: Melbourne Liederta fel. | role: presenting organization,OCR split/garble of 'Liedertafel' is likely; best-guess correction: 'Melbourne Liedertafel'.
High — OCR/legibility,performer,UDC20260028-55.pdf,4,Melbourne Liedertafel,1903,"Hon. Conductor:
PRO. MARSHALL-HALL.",name: PRO. MARSHALL-HALL. | part_or_instrument: conductor,OCR 'PRO.' likely intended as 'PROF.'; kept as printed.
High — OCR/legibility,performer,UDC20260028-57.pdf,3,Melbourne Liedertafel,1903,"Hon. Conductor.
Pro. Marshall-Hall.",name: Pro. Marshall-Hall. | part_or_instrument: conductor,OCR likely truncates 'Prof.' to 'Pro.'
High — OCR/legibility,performer,UDC20260028-57.pdf,3,Melbourne Liedertafel,1903,Mr. Fredk. MeWton.,name: Mr. Fredk. MeWton. | part_or_instrument: piano,OCR likely 'Mewton'
High — OCR/legibility,performer,UDC20260028-57.pdf,4,Melbourne Liedertafel,1903,*Miss Obbinson,name: *Miss Obbinson | part_or_instrument: violin,"Possible OCR error (e.g., 'Robinson')"
High — OCR/legibility,performer,UDC20260028-57.pdf,5,Melbourne Liedertafel,1903,"Bruntom, W.","name: Bruntom, W. | part_or_instrument: first tenor","Possible OCR error (e.g., 'Brunton')"
High — OCR/legibility,performer,UDC20260028-57.pdf,5,Melbourne Liedertafel,1903,"Aytwin, A. R.","name: Aytwin, A. R. | part_or_instrument: second tenor",Likely OCR for 'Aylwin'
High — OCR/legibility,performer,UDC20260028-57.pdf,5,Melbourne Liedertafel,1903,"Wilecox, W.","name: Wilecox, W. | part_or_instrument: first bass",Possible OCR for 'Wilcox'
High — OCR/legibility,performer,UDC20260028-57.pdf,5,Melbourne Liedertafel,1903,"Ga-on, E.","name: Ga-on, E. | part_or_instrument: first bass",OCR garbled; exact reading uncertain
High — OCR/legibility,performer,UDC20260028-57.pdf,5,Melbourne Liedertafel,1903,"Adeock, J.","name: Adeock, J. | part_or_instrument: second bass",Possible OCR for 'Adcock'
High — OCR/legibility,performer,UDC20260028-59.pdf,3,Melbourne Liedertafel,1906,"Mr. Mansley Green,
HON. PIANIST.",name: Mr. Mansley Green | part_or_instrument: piano,Name also appears on p. 5 as 'MR. MANSLEY GREER'; likely OCR/typographic inconsistency.
High — OCR/legibility,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Rounlay, C. P.","name: Rounlay, C. P. | part_or_instrument: First Tenor",Possible OCR error; uncertain surname spelling.
High — OCR/legibility,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Tafis, C. C.","name: Tafis, C. C. | part_or_instrument: First Tenor",Possible OCR error; uncertain surname spelling.
High — OCR/legibility,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Wcees, Carl","name: Wcees, Carl | part_or_instrument: First Tenor","Likely OCR error; possibly 'Wees, Carl' or 'Wcees' unclear."
High — OCR/legibility,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Couradi, G. A.","name: Couradi, G. A. | part_or_instrument: Second Tenor",Possible OCR error; surname may be 'Conradi'.
High — OCR/legibility,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Cousell, H.","name: Cousell, H. | part_or_instrument: Second Tenor",Possible OCR error; surname may be 'Counsell'.
High — OCR/legibility,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Edmanson, W. L.","name: Edmanson, W. L. | part_or_instrument: Second Tenor",Possible OCR error; surname may be 'Edmondson'.
High — OCR/legibility,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Pleasents, E. A.","name: Pleasents, E. A. | part_or_instrument: Second Tenor",Possible OCR error; surname may be 'Pleasants'.
High — OCR/legibility,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Abrahant, L.","name: Abrahant, L. | part_or_instrument: First Bass",Possible OCR error; surname uncertain.
High — OCR/legibility,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Col, W.","name: Col, W. | part_or_instrument: First Bass","Possible OCR error; may be 'Cole, W.'."
High — OCR/legibility,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Gersen, Jos.","name: Gersen, Jos. | part_or_instrument: First Bass",Possible OCR error; surname uncertain.
High — OCR/legibility,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Malvany, J. H.","name: Malvany, J. H. | part_or_instrument: First Bass",Possible OCR error; surname uncertain.
High — OCR/legibility,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Treviran, W.","name: Treviran, W. | part_or_instrument: First Bass",Possible OCR error; surname uncertain.
High — OCR/legibility,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Caspen, E.","name: Caspen, E. | part_or_instrument: Second Bass",Possible OCR error; surname uncertain.
High — OCR/legibility,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Garn, A. B.","name: Garn, A. B. | part_or_instrument: Second Bass",Possible OCR error; surname uncertain.
High — OCR/legibility,performer,UDC20260028-6.pdf,1,Melbourne Liedertafel,1892,MR. D. J. DUNLOP.,name: MR. D. J. DUNLOP.,Role/instrument not specified anywhere in OCR; left null.
High — OCR/legibility,work,UDC20260028-6.pdf,2,Melbourne Liedertafel,1892,"""My Life for Thee""

Mr. H. M. Lee",title: My Life for Thee,Composer not specified in OCR; left null.
High — OCR/legibility,work,UDC20260028-6.pdf,2,Melbourne Liedertafel,1892,"Andante from B minor Concerto

Herr Théo. Liebe",title: Andante from B minor Concerto,Composer not specified in OCR; left null.
High — OCR/legibility,work,UDC20260028-6.pdf,2,Melbourne Liedertafel,1892,"Cantata

""To the Sons of Art""

Soli, Messrs. T. Jack, S. Fripp, S. J. Bruce and A. E. Johns.",title: To the Sons of Art,Composer not specified; ambiguous attribution in surrounding OCR (names 'Bishop' and 'Sullivan' also appear on page).
High — OCR/legibility,work,UDC20260028-6.pdf,2,Melbourne Liedertafel,1892,"""The Pilgrim of Love""

Mr. Armes Beaumont

...

Bishop",title: The Pilgrim of Love | composer: Bishop,Composer associated by proximity/common repertory; intervening OCR text makes the link somewhat ambiguous.
High — OCR/legibility,work,UDC20260028-6.pdf,2,Melbourne Liedertafel,1892,"""The Beleaguered""

Liedertafel",title: The Beleaguered,Composer not specified in OCR; left null.
High — OCR/legibility,work,UDC20260028-6.pdf,2,Melbourne Liedertafel,1892,"(a) Melody in F
(b) Gavotte in D

Herr Théo. Liebe",title: Melody in F,Composer not specified in OCR; left null.
High — OCR/legibility,work,UDC20260028-6.pdf,2,Melbourne Liedertafel,1892,"(a) Melody in F
(b) Gavotte in D

Herr Théo. Liebe",title: Gavotte in D,Composer not specified in OCR; left null.
High — OCR/legibility,performer,UDC20260028-60.pdf,6,Melbourne Liedertafel,1907,"G. T., Thos.","name: G. T., Thos. | part_or_instrument: Second Tenor",Name appears garbled/ambiguous.
High — OCR/legibility,performer,UDC20260028-62.pdf,6,Melbourne Liedertafel,1907,"Felstead,","name: Felstead, | part_or_instrument: First Tenor",Surname only; initials not printed/uncertain
High — OCR/legibility,performer,UDC20260028-62.pdf,7,Melbourne Liedertafel,1907,""", Suggeden",name: Miss Suggeden | part_or_instrument: Violin,Expanded ditto mark to 'Miss' based on preceding line; OCR uncertain surname; likely 'Sugden'
High — OCR/legibility,performer,UDC20260028-62.pdf,7,Melbourne Liedertafel,1907,""", Brigginsshaw",name: Mr. Brigginsshaw | part_or_instrument: Bassoon,Expanded ditto mark to 'Mr.' based on preceding line; OCR uncertain surname
High — OCR/legibility,performer,UDC20260028-62.pdf,7,Melbourne Liedertafel,1907,"Piai—
Mr. Sutton Crow",name: Mr. Sutton Crow | part_or_instrument: Piai,Unrecognized/garbled instrument label 'Piai'—likely 'Piano' or 'Pianoforte'
High — OCR/legibility,date,UDC20260028-63.pdf,1,Melbourne Liedertafel,1901,on the night of Friday - 17 December - Anno Domini - 1971,date_text: Friday - 17 December - Anno Domini - 1971,Year likely misread; participants suggest c. 1900s rather than 1971
High — OCR/legibility,work,UDC20260028-63.pdf,9,Melbourne Liedertafel,1901,"(a) Lasciatemi Morire
CLAUDIO MONTEVERDE",title: Lasciatemi Morire | composer: CLAUDIO MONTEVERDE,"Composer OCR likely 'MONTEVERDI', retained as printed"
High — OCR/legibility,organization,UDC20260028-65.pdf,1,Melbourne Liedertafel,1931,THE ROYAL VICTORIAN LIEDERSTAFF,name: THE ROYAL VICTORIAN LIEDERSTAFF | role: presenting organization,OCR likely reads 'LIEDERTAFEL' rather than 'LIEDERSTAFF'
High — OCR/legibility,organization,UDC20260028-66.pdf,1,Melbourne Liedertafel,1931,THE ROYAL VICTORIAN LIEDERTAFFEL,name: THE ROYAL VICTORIAN LIEDERTAFFEL | role: presenting organization,Name likely intended 'Liedertafel'; preserving OCR as printed.
High — OCR/legibility,patron,UDC20260028-67.pdf,3,Melbourne Liedertafel,1933,"The Lord Mayor of Melbourne, Right Hon. H. GENGOUULT SMITH.","name: The Lord Mayor of Melbourne, Right Hon. H. GENGOUULT SMITH. | role: Patron",OCR may be garbled: 'GENGOUULT' likely 'Gengoult'
High — OCR/legibility,work,UDC20260028-70.pdf,1,Musical Society of Victoria,1896,"PIANO DUETT ... ""Norwegian Dances"" Op. 35 ... ... Greig","title: ""Norwegian Dances"" Op. 35 | composer: Greig",Composer appears OCR/misspelled; likely 'Grieg' but kept as printed
High — OCR/legibility,work,UDC20260028-72.pdf,2,Musical Society of Victoria,1899,"Song ... ... ... ... "" ... ... ... ... Goring Thomas",title: Song | composer: Goring Thomas,Selection title not legible in OCR; unrecoverable
High — OCR/legibility,work,UDC20260028-72.pdf,2,Musical Society of Victoria,1899,"Duo Two Pianos ... ... ... ... "" ... ... ... ... Liszt",title: Duo Two Pianos | composer: Liszt,Selection title not legible in OCR; unrecoverable
High — OCR/legibility,work,UDC20260028-72.pdf,2,Musical Society of Victoria,1899,"Song ... ... ... ... "" ... ... ... ... Tschatkowski",title: Song | composer: Tschatkowski,Best-guess correction: likely 'Tchaikovsky'; Selection title not legible in OCR; unrecoverable
High — OCR/legibility,work,UDC20260028-73.pdf,11,Musical Society of Victoria,1896,"Faschingsschwank aus Wein, Op. 26
(Allegro—Romance—Scherzo)
Miss Alice E. Wood (Diploma)
Schumann","title: Faschingsschwank aus Wein, Op. 26 | composer: Schumann | movement_or_selection: Allegro—Romance—Scherzo",Title likely intended 'Wien' but kept OCR 'Wein'.
High — OCR/legibility,work,UDC20260028-73.pdf,11,Musical Society of Victoria,1896,"Trio (Pianoforte, Violin & 'Cello) in B flat, Op. 97
Allegro Moderato Scherzo (Allegro) Andante cantabile ma però con moto Allegro Moderato.
Miss Una Bourne, Mr. A. Zelman, Her Louis Hattenbach.
Beethoven","title: Trio (Pianoforte, Violin & 'Cello) in B flat, Op. 97 | composer: Beethoven | movement_or_selection: Allegro Moderato; Scherzo (Allegro); Andante cantabile ma però con moto; Allegro Moderato",OCR 'Her' likely 'Herr' for Hattenbach; kept as printed.
